URL	CATEGORY
http://www.dailymail.co.uk/news/article-2580028/New-York-hospital-warns-thousands-exposed-HIV-hepatitis-reused-insulin-pens.html	m
http://www.dailymail.co.uk/tvshowbiz/article-2623226/Wedding-blues-Kim-Kardashian-Kanye-West-married-prenup-hashed-out.html	e
http://www.dailymail.co.uk/tvshowbiz/article-2613608/Seth-Rogen-talks-Zac-Efrons-sex-appeal-chat-show.html	e
http://www.contactmusic.com/article/justin-bieber-rob-women-s-cell-phone_4242990	e
http://in.reuters.com/article/2014/05/28/us-allergan-offer-valeant-idINKBN0E81S020140528	b
http://www.contactmusic.com/article/nas-time-is-illmatic-tribeca-film-festival_4159371	e
http://www.dailymail.co.uk/news/article-2684414/US-citizen-Guinea-NOT-infected-deadly-Ebola-virus-visiting-two-African-nations-disease-raging-tests-reveal.html	m
http://www.businessweek.com/news/2014-03-21/fed-revises-worst-case-stress-test-data-for-biggest-u-dot-s-dot-banks	b
http://www.businessweek.com/news/2014-03-31/j-and-j-accepts-4-billion-offer-from-carlyle-for-ortho-unit	b
http://in.reuters.com/article/2014/07/17/fedex-indictments-drugs-idINL2N0PS35Z20140717	b
http://www.huffingtonpost.com/2014/05/08/timothy-geithner-hillary-clinton_n_5291727.html\?utm_hp_ref=politics	b
http://in.reuters.com/article/2014/08/01/mobileye-ipo-idINL4N0Q750920140801	b
http://www.contactmusic.com/story/justin-bieber-sends-selena-gomez-10k-flowers_4105475	e
http://www.huffingtonpost.com/2014/07/30/big-bang-theory-contract-negotiations_n_5635086.html	e
http://www.huffingtonpost.com/2014/06/02/bilingualism_n_5419770.html	m
http://www.reuters.com/article/2014/04/11/diary-emrg-econ-idUSL3N0N246D20140411	b
http://www.huffingtonpost.com/2014/03/18/android-wear_n_4987350.html	t
http://www.businessweek.com/news/2014-06-02/napoleon-s-yields-no-comfort-to-draghi-fighting-deflation	b
http://www.businessweek.com/news/2014-06-23/abbvie-raises-outlook-on-strong-performance-amid-shire-offer	b
http://www.reuters.com/article/2014/03/24/markets-precious-idUSL4N0ML0AR20140324	b
http://in.reuters.com/article/2014/05/19/health-mers-illinois-idINL1N0O518N20140519	m
http://www.reuters.com/article/2014/06/12/twitter-managementchanges-idUSL4N0OT3MF20140612	b
http://www.businessweek.com/articles/2014-07-03/u-dot-s-dot-inflations-up-consumer-spendings-down	b
http://in.reuters.com/article/2014/04/22/novartis-divestiture-eli-lilly-idINL3N0NE14J20140422	b
http://www.contactmusic.com/story/miley-cyrus-to-remain-in-hospital-and-miss-second-show_4158264	e
http://www.businessweek.com/news/2014-05-22/flipkart-to-acquire-myntra-to-widen-lead-over-amazon-in-india	b
http://www.reuters.com/article/2014/03/27/intel-cloudera-idUSL1N0MO17M20140327	t
http://in.reuters.com/article/2014/05/21/usa-airforce-radar-idINL1N0O725C20140521	t
http://www.huffingtonpost.com/2014/03/18/maleficent-trailer_n_4987141.html\?utm_hp_ref=books&amp;ir=Books	e
http://www.reuters.com/article/2014/03/19/starbucks-oprahwinfrey-idUSL2N0MG1XR20140319	e
http://www.contactmusic.com/story/jay-z-masters-at-centre-of-alleged-extortion-plot_4162522	e
http://in.reuters.com/article/2014/06/27/michaels-compans-ipo-idINL4N0P83IF20140627	b
http://www.businessweek.com/news/2014-07-28/japan-s-topix-rises-third-day-as-earnings-cheer-investors	b
http://in.reuters.com/article/2014/03/21/bitcoin-mtgox-wallet-idINL3N0MI0LK20140321	b
http://www.huffingtonpost.com/2014/04/24/andy-warhol-computer-art_n_5206474.html\?utm_hp_ref=arts	e
http://in.reuters.com/article/2014/06/17/markets-precious-idINL4N0OY0MO20140617	b
http://www.dailymail.co.uk/health/article-2626399/More-three-million-deaths-worldwide-caused-alcohol-Europeans-drink-else.html	m
http://www.huffingtonpost.com/2014/03/20/simply-three-happy-pharrell-williams_n_5002105.html\?ir=Entertainment	e
http://www.huffingtonpost.com/2014/03/11/kristen-bell-veronica-mars_n_4941346.html	e
http://www.businessweek.com/news/2014-04-06/nigerian-economy-overtakes-south-africa-s-after-gdp-data-rebased	b
http://www.reuters.com/article/2014/06/16/markets-oil-idUSL4N0OX18Q20140616	b
http://in.reuters.com/article/2014/03/10/ecb-noyer-idINL6N0M71B320140310	b
http://www.contactmusic.com/story/kim-kardashian-visits-wedding-venue_4156065	e
http://www.contactmusic.com/article/jason-segel-cameron-diaz-trailer-sex-tape_4135147	e
http://www.reuters.com/article/2014/05/27/us-ecb-watchdog-salary-idUSKBN0E71SN20140527	b
http://in.reuters.com/article/2014/04/07/markets-forex-idINL6N0MZ2QZ20140407	b
http://www.businessweek.com/news/2014-05-08/china-accuses-vietnam-of-ramming-ships-near-rig-in-disputed-seas	b
http://www.contactmusic.com/article/lena-dunham-twitter-molestation-joke_4104061	e
http://in.reuters.com/article/2014/04/24/markets-usa-stocks-idINL2N0NG1D220140424	b
http://www.dailymail.co.uk/news/article-2697256/Amazon-rolls-Netflix-books-style-service.html	t
http://www.contactmusic.com/article/kiefer-sutherland-issues-professional-response-to-freddie-prinze-jr-s-unprofessional-criticism_4305235	e
http://in.reuters.com/article/2014/06/17/usa-mers-idINL2N0OY0QP20140617	m
http://www.huffingtonpost.com/2014/05/05/google-costco-same-day-delivery_n_5267625.html	t
http://in.reuters.com/article/2014/04/17/us-weibo-ipodebut-idINBREA3G1M920140417	b
http://www.reuters.com/article/2014/03/09/us-herbalife-idUSBREA280OH20140309	b
http://www.businessweek.com/news/2014-03-11/pound-forecasts-boosted-to-highest-since-2011-on-rate-rise-bets	b
http://www.reuters.com/article/2014/04/11/usa-economy-idUSL2N0N30JX20140411	b
http://www.contactmusic.com/story/lady-gaga-given-sex-toy-for-28th-birthday_4132656	e
http://www.businessweek.com/articles/2014-07-15/yahoo-keeps-winning-with-alibaba-and-losing-everywhere-else	t
http://www.dailymail.co.uk/news/article-2625451/Forget-fighting-fat-sugar-causing-massive-rates-obesity-claims-new-film.html	m
http://www.huffingtonpost.com/2014/04/07/virus-shield-android-app-scam_n_5105066.html	t
http://in.reuters.com/article/2014/06/03/autos-sales-usa-idINL1N0OK0I220140603	b
http://www.contactmusic.com/article/keith-richards-childrens-book-daughter-gus-me-theodora_4106460	e
http://www.businessweek.com/news/2014-05-22/mcdonald-s-ceo-says-company-pays-fair-wages-following-protests	b
http://in.reuters.com/article/2014/07/28/portugal-millenniumbcp-idINL6N0Q34JR20140728	b
http://in.reuters.com/article/2014/05/04/astrazeneca-pfizer-politics-idINL6N0NQ06R20140504	b
http://www.contactmusic.com/article/seth-macfarlane-slapped-with-lawsuit-over-stealing-ted-story-from-web-series_4288557	e
http://www.huffingtonpost.com/2014/05/25/denzel-washington-the-equalizer-trailer_n_5389903.html\?utm_hp_ref=entertainment	e
http://www.contactmusic.com/article/british-tabloid-apologizes-after-george-clooney-slams-false-story-about-fianc-s-mother_4278149	e
http://www.reuters.com/article/2014/05/08/markets-britain-stocks-idUSL6N0NU26X20140508	b
http://in.reuters.com/article/2014/07/29/markets-precious-idINL4N0Q403920140729	b
http://www.businessweek.com/news/2014-03-19/pandora-lifts-subscription-cost-of-ad-free-music-on-royalty-fees	t
http://www.businessweek.com/news/2014-07-02/u-dot-k-dot-s-cameron-forms-review-into-antibiotic-resistance	m
http://www.contactmusic.com/article/yahoo-new-original-programming-tv-series-other-space-sin-city-saints-digital-content-newfronts_4173141	e
http://www.businessweek.com/news/2014-04-24/baker-hughes-plans-to-disclose-all-chemicals-used-in-fracking	b
http://www.dailymail.co.uk/wires/aap/article-2642466/De-Niro-tears-late-gay-dad.html	e
http://www.dailymail.co.uk/tvshowbiz/article-2684026/Columbus-Short-denies-wrongdoing-arrest-public-intoxication-Dallas.html	e
http://www.businessweek.com/news/2014-06-16/shell-to-sell-stake-in-australia-s-woodside-for-about-5-billion	b
http://www.contactmusic.com/article/avicii-ultra-music-festival-cancelled_4130168	e
http://www.businessweek.com/news/2014-07-15/sierra-leone-plans-first-foreign-debt-sales-for-power-projects	m
http://www.huffingtonpost.com/huff-wires/20140628/us--chefs-in-gloves/\?utm_hp_ref=business&amp;ir=business	m
http://www.huffingtonpost.com/2014/04/17/chipotle-price-hike_n_5167764.html\?utm_hp_ref=business	b
http://in.reuters.com/article/2014/05/20/target-management-idINL3N0O63DC20140520	b
http://www.contactmusic.com/article/jk-rowling-harry-potter-spin-off-fantastic-beasts-and-where-to-find-them-trilogy_4132699	e
http://www.contactmusic.com/story/oscar-pistorius-fit-for-trial_4265951	m
http://www.reuters.com/article/2014/04/24/ecb-draghi-idUSL6N0NG2QJ20140424	b
http://www.contactmusic.com/story/concertgoers-hospitalised-after-avicii-gig_4259827	e
http://www.contactmusic.com/article/quentin-tarantino-gawker-lawsuit-hateful-eight_4164783	e
http://www.contactmusic.com/story/paul-walker-s-brothers-help-complete-filming-on-fast-furious-7_4157564	e
http://in.reuters.com/article/2014/06/17/alstom-offer-france-idINWEB00OH920140617	b
http://www.businessweek.com/news/2014-07-27/wti-crude-declines-before-u-dot-s-dot-economic-data-brent-oil-steady	b
http://www.businessweek.com/ap/2014-06-16/aaa-mich-dot-gas-prices-rise-1-cent-over-past-week	t
http://www.huffingtonpost.com/2014/03/04/lucy-aragon-bachelor-song_n_4895674.html	e
http://www.dailymail.co.uk/tvshowbiz/article-2604535/Beyonce-Jay-Z-grab-Sunday-brunch-Venice-following-surprise-Coachella-performances.html	e
http://www.dailymail.co.uk/news/article-2696671/FedEx-charged-assisting-illegal-pharmacies.html	b
http://www.dailymail.co.uk/tvshowbiz/article-2683744/Kim-vs-Khloe-The-Kardashian-sisters-post-sexy-selfies-minutes-one-taken-bathroom.html	e
http://in.reuters.com/article/2014/07/28/markets-japan-stocks-idINL4N0Q31PK20140728	b
http://in.reuters.com/article/2014/05/26/markets-forex-idINL6N0OC1MY20140526	b
http://www.huffingtonpost.com/2014/05/06/chrissy-teigen-bra_n_5272347.html	e
http://www.reuters.com/article/2014/03/27/gamestop-results-idUSL4N0MO3IA20140327	b
http://in.reuters.com/article/2014/03/31/markets-forex-sterling-idINL5N0MS3F920140331	b
http://www.huffingtonpost.com/2014/08/27/tech-industrys-invisible-_n_5716065.html	b
http://www.businessweek.com/news/2014-08-01/chrysler-s-u-dot-s-dot-sales-rise-20-percent-as-jeep-soars-to-best-july	b
http://in.reuters.com/article/2014/03/21/markets-turkey-idINL6N0MI1M220140321	b
http://www.businessweek.com/news/2014-06-12/china-swaps-set-for-first-weekly-gain-in-four-on-improving-data	b
http://in.reuters.com/article/2014/07/09/slim-america-movil-govt-idINL2N0PK05Q20140709	b
http://www.contactmusic.com/story/nicole-kidman-and-keith-urban-perform-duet-at-children-s-hospital_4245361	e
http://www.reuters.com/article/2014/03/10/ukraine-oettinger-pipeline-idUSL6N0M71V020140310	b
http://www.reuters.com/article/2014/07/18/ericsson-results-idUSL6N0PT16Y20140718	b
http://www.contactmusic.com/article/beyonce-jay-z-display-justin-bieber-mug-shot-disrespectful-complimentary_4264176	e
http://www.contactmusic.com/article/mrs-doubtfire-sequel-a-cash-cow-for-robin-williams_4160239	e
http://in.reuters.com/article/2014/03/17/microsoft-ipad-idINL2N0ME1K820140317	t
http://www.reuters.com/article/2014/03/25/malaysia-airlines-wrapup-4-tv-pictures-g-idUSL4N0MM2OC20140325	b
http://www.reuters.com/article/2014/04/22/juniper-results-idUSL3N0NE4B020140422	b
http://www.businessweek.com/news/2014-07-04/general-motors-halts-south-africa-plant-as-union-wage-talks-fail	b
http://www.reuters.com/article/2014/08/25/amazoncom-twitch-idUSL1N0QV1NO20140825	t
http://www.contactmusic.com/story/selena-gomez-is-different-around-justin-bieber_4159413	e
http://www.huffingtonpost.com/2014/08/27/david-lynch-ice-bucket-ch_n_5723600.html\?utm_hp_ref=arts	e
http://www.contactmusic.com/story/jennifer-connelly-religious-experts-are-coming-round-to-noah_4119187	e
http://www.contactmusic.com/story/olivia-wilde-welcomes-baby-boy_4165684	e
http://www.contactmusic.com/in-depth/marvel-s-doctor-strange-enlists-scott-derrickson-as-director-but-who-is-he_4229348	e
http://www.reuters.com/article/2014/05/21/att-directv-idUSL1N0O70QN20140521	b
http://www.contactmusic.com/article/andrew-garfield-emma-stone-snl-opening-monologue-kiss_4179407	e
http://www.dailymail.co.uk/tvshowbiz/article-2711399/S-t-happens-Robert-Pattinson-reveals-no-longer-cares-demise-relationship-Kristen-Stewart.html	e
http://www.businessweek.com/news/2014-04-10/amazon-keeps-bezos-pay-at-1-dot-68-million-including-security-costs	b
http://www.reuters.com/article/2014/06/10/fitch-downgrades-solocal-to-rd-re-assign-idUSFit70425220140610	b
http://in.reuters.com/article/2014/03/12/gm-recall-key-idINL2N0M90SV20140312	b
http://in.reuters.com/article/2014/07/03/htc-results-idINL4N0P718420140703	b
http://www.huffingtonpost.com/2014/04/11/heartbleed-banks_n_5128564.html	t
http://www.reuters.com/article/2014/07/05/honduras-mining-idUSL6N0PG0PA20140705	b
http://www.dailymail.co.uk/femail/article-2635551/US-Portrait-Gallery-adds-Katy-Perry-collection.html	e
http://www.reuters.com/article/2014/04/11/music-rockandrollhalloffame-idUSL2N0N21W920140411	e
http://www.businessweek.com/news/2014-04-01/mannkind-wins-u-dot-s-dot-panel-backing-for-inhaled-insulin-afrezza	m
http://www.dailymail.co.uk/tvshowbiz/article-2590343/Paranoid-Gwyneth-Paltrow-installed-fortified-SAFE-ROOM-New-York-City-brownstone-protect-against-intruders.html	e
http://www.reuters.com/article/2014/07/07/health-ebola-ghana-idUSL6N0PI2Z120140707	m
http://www.contactmusic.com/article/former-scandal-actor-columbus-short-arrested-for-public-intoxication_4274852	e
http://www.businessweek.com/news/2014-03-19/dollar-strengthens-against-yen-before-fed-decision-pound-rises	b
http://www.businessweek.com/news/2014-08-27/cbo-sees-wider-u-dot-s-dot-deficit-as-slower-growth-cuts-revenue	b
http://www.businessweek.com/news/2014-05-23/lorillard-blu-europe-e-cigarette-push-offers-competition-for-bat	b
http://www.reuters.com/article/2014/05/06/rolls-royce-hldg-sale-idUSL6N0NS69G20140506	b
http://in.reuters.com/article/2014/05/21/filmfestival-cannes-idINL6N0O74ZU20140521	e
http://www.huffingtonpost.com/2014/06/19/facebook-outage_n_5510377.html\?utm_hp_ref=technology	t
http://www.huffingtonpost.com/2014/04/05/google-glass-trademark_n_5092916.html	t
http://www.huffingtonpost.com/2014/04/11/jpmorgan-profit-first-quarter_n_5131734.html	b
http://www.huffingtonpost.com/2014/05/07/mekhi-phifer-bankrupt-debt_n_5279637.html	e
http://www.huffingtonpost.com/2014/03/10/neighbors-movie_n_4931746.html	e
http://www.contactmusic.com/article/amy-adams-explains-why-she-gave-up-her-first-class-plane-seat-us-soldier_4264174	e
http://www.businessweek.com/news/2014-04-16/tesco-profit-falls-for-second-year-as-u-dot-k-dot-sales-drop-worsens	b
http://in.reuters.com/article/2014/05/08/markets-europe-stocks-idINL6N0NU1OX20140508	b
http://www.contactmusic.com/article/eminem-rihanna-perform-the-monster-mtv-movie-awards_4145198	e
http://www.businessweek.com/news/2014-05-12/german-stocks-rise-after-two-week-rally-as-sky-deutschland-gains	b
http://www.huffingtonpost.com/2014/04/15/ice-cube-mtv-movie-award_n_5152142.html	e
http://www.huffingtonpost.com/2014/05/21/angelina-jolie-moms-shouldnt-complain_n_5364727.html	e
http://in.reuters.com/article/2014/06/02/markets-usa-stocks-idINL1N0OJ1S720140602	b
http://www.dailymail.co.uk/wires/aap/article-2682974/Transformers-reigns-atop-box-office.html	e
http://www.huffingtonpost.com/2014/08/01/kim-kardashian-topless_n_5642608.html	e
http://www.huffingtonpost.com/2014/04/17/ragweed-pollen-allergy-drug-ragwitek-fda_n_5169079.html	m
http://in.reuters.com/article/2014/05/19/markets-hongkong-stocks-close-idINH9N0NM02P20140519	b
http://www.dailymail.co.uk/tvshowbiz/article-2682048/Kim-Kardashian-enjoys-night-fake-friend-Katie-Couric-perfects-pout-Christie-Brinkley.html	e
http://www.reuters.com/article/2014/07/31/uk-transcanada-apache-kitimat-idUSKBN0G02LN20140731	b
http://www.dailymail.co.uk/news/article-2589189/LWren-Scotts-brother-seen-taking-walk-Los-Angeles-ahead-designers-funeral-Mick-Jagger-arranged-Hollywood-Forever-Cemetery.html	e
http://www.huffingtonpost.com/2014/05/16/adidas-sneakers-instagram_n_5339829.html\?utm_hp_ref=style&amp;ir=Style	t
http://www.huffingtonpost.com/2014/03/19/noninvasive-colorectal-cancer-screening-test-cologuard_n_4988025.html	m
http://www.dailymail.co.uk/tvshowbiz/article-2634005/Kim-Kardashian-carries-adorable-baby-North.html	e
http://in.reuters.com/article/2014/04/08/guinea-ebola-who-idINL6N0N03AW20140408	m
http://in.reuters.com/article/2014/04/08/japan-economy-boj-easing-idINT9N0MW05W20140408	b
http://www.reuters.com/article/2014/08/25/boeing-bocaviation-idUSL3N0QV2ZH20140825	b
http://www.contactmusic.com/article/nikki-reed-paul-mcdonald-separate-split-twilight-american-idol_4130441	e
http://www.huffingtonpost.com/2014/05/27/rick-scott-climate-change_n_5398844.html	t
http://www.huffingtonpost.com/2014/03/21/missing-bitcoins-found_n_5005455.html	b
http://in.reuters.com/article/2014/05/19/astrazeneca-pfizer-idINL6N0O413J20140519	b
http://www.businessweek.com/news/2014-04-07/japan-and-australia-to-slash-tariffs-on-beef-cars-in-trade-deal	b
http://www.huffingtonpost.com/2014/03/26/hospital-infections_n_5036955.html	m
http://www.reuters.com/article/2014/05/14/samsung-elec-apple-patent-idUSL1N0O014320140514	t
http://www.businessweek.com/articles/2014-05-09/a-decade-after-the-itunes-revolution-apple-needs-beats-musical-gurus	t
http://in.reuters.com/article/2014/05/06/markets-usa-stocks-idINL2N0NS1UT20140506	b
http://www.businessweek.com/news/2014-04-23/ackman-pharma-is-prime-to-benefit-shareholders	b
http://www.contactmusic.com/story/bobby-womack-has-died_4263055	e
http://www.businessweek.com/news/2014-03-25/bitcoin-is-property-not-currency-in-tax-system-irs-says	b
http://www.contactmusic.com/story/lorde-curating-hunger-games-soundtrack_4308143	e
http://www.contactmusic.com/story/chris-martin-signs-on-to-the-voice-u-s_4116777	e
http://www.huffingtonpost.com/2014/07/01/research-finds-vaccine-reactions-rare-no-autism_n_5549255.html	m
http://www.huffingtonpost.com/2014/03/11/justin-bieber-selena-gomez-dance_n_4940791.html	e
http://www.dailymail.co.uk/tvshowbiz/article-2636603/Queen-Kim-Kardashian-channels-Marie-Antoinette-bejewelled-quilted-frock-arrives-bachelorette-party.html	e
http://www.contactmusic.com/story/gi-joe-creator-dead-at-86_4214345	e
http://www.reuters.com/article/2014/06/16/markets-global-idUSL5N0OX26720140616	b
http://www.reuters.com/article/2014/07/04/us-britain-harris-idUSKBN0F91A220140704	e
http://www.businessweek.com/news/2014-05-08/yellen-says-yields-unlikely-to-rise-without-strong-recovery	b
http://in.reuters.com/article/2014/03/13/china-economy-activity-idINL3N0MA29D20140313	b
http://in.reuters.com/article/2014/05/20/markets-usa-stocks-idINL1N0O610J20140520	b
http://www.dailymail.co.uk/news/article-2659396/Rest-peace-Casey-Kasems-kids-hand-body-radio-legends-widow-without-fight-months-legal-wranglings-alive.html	e
http://www.dailymail.co.uk/tvshowbiz/article-2647928/Blake-Lively-continues-Sixties-love-affair-cleavage-baring-mod-dress-Chime-For-Change-gala.html	e
http://in.reuters.com/article/2014/07/30/pg-e-charges-sanbruno-idINL4N0Q509920140730	b
http://in.reuters.com/article/2014/07/02/investing-pimco-outflows-idINL2N0PD0VG20140702	b
http://www.huffingtonpost.com/2014/03/27/ebola-outbreak-guinea_n_5042895.html	m
http://in.reuters.com/article/2014/07/08/markets-precious-idINL4N0PJ06M20140708	b
http://www.huffingtonpost.com/2014/06/24/climate-change-report-risky-business_n_5525104.html\?utm_hp_ref=green	b
http://www.dailymail.co.uk/tvshowbiz/article-2639388/Elle-Fanning-dreamed-princess-taking-incredible-role-Aurora-Maleficent.html	e
http://www.reuters.com/article/2014/06/19/markets-global-idUSL4N0OZ25I20140619	b
http://www.contactmusic.com/story/kanye-west-celebrates-bachelor-party_4177910	e
http://www.contactmusic.com/article/zac-efron-attack-homeless-transients-skid-row-bodyguard_4128425	e
http://www.reuters.com/article/2014/07/07/endo-intl-study-idUSL4N0PI2XU20140707	m
http://www.contactmusic.com/story/lupita-nyong-o-s-disco-make-up_4155955	e
http://www.dailymail.co.uk/tvshowbiz/article-2591220/BAZ-BAMIGBOYE-Emma-Watson-wants-bit-drama.html	e
http://www.dailymail.co.uk/sciencetech/article-2646759/iOS-8-launch-The-Apple-iPhone-app-takes-blood-pressure-tells-GP.html	t
http://in.reuters.com/article/2014/04/25/markets-forex-idINL3N0NH01F20140425	b
http://www.businessweek.com/news/2014-05-12/dre-brags-of-riches-as-iovine-poised-to-become-beats-billionaire	t
http://www.businessweek.com/news/2014-06-16/yahoo-falls-after-alibaba-posts-slower-revenue-growth	b
http://www.dailymail.co.uk/tvshowbiz/article-2683108/PICTURE-EXCLUSIVE-Zac-Efron-Michelle-Rodriguez-confirm-romance.html	e
http://www.huffingtonpost.com/2014/03/21/citi-bike-problems-_n_5006550.html	b
http://in.reuters.com/article/2014/03/31/usa-tax-caterpillar-idINL1N0MS0X320140331	b
http://in.reuters.com/article/2014/03/19/usa-fed-idINL2N0ME0YD20140319	b
http://www.huffingtonpost.com/2014/04/12/un-climate-report_n_5137702.html	t
http://www.reuters.com/article/2014/06/24/markets-precious-idUSL4N0P523Z20140624	b
http://www.dailymail.co.uk/news/article-2634346/Judge-expresses-ongoing-concerns-Casey-Kasem.html	e
http://www.huffingtonpost.com/2014/05/04/young-blood-aging_n_5264876.html	m
http://www.dailymail.co.uk/wires/pa/article-2694600/DAILY-DIARY.html	e
http://www.contactmusic.com/story/rachel-weisz-in-talks-to-star-in-idol-s-eyes_4218934	e
http://in.reuters.com/article/2014/05/12/markets-usa-stocks-idINL1N0NY0E220140512	b
http://www.dailymail.co.uk/sciencetech/article-2709963/Scientists-solve-mystery-shipwreck-world-trade-center-Analysis-tree-rings-finds-ship-built-1773-Philadephia.html	t
http://in.reuters.com/article/2014/07/31/fairfax-fin-results-idINL2N0Q62HK20140731	b
http://in.reuters.com/article/2014/07/03/markets-hongkong-china-stocks-midday-idINL4N0PD2CJ20140703	b
http://www.huffingtonpost.com/2014/05/26/steve-perry-sings-live-with-eels_n_5395206.html	e
http://in.reuters.com/article/2014/05/06/oecd-china-idINL3N0NR27L20140506	b
http://www.reuters.com/article/2014/04/16/ireland-banks-courts-idUSL6N0N84J720140416	b
http://www.businessweek.com/news/2014-07-04/pound-strengthens-fifth-day-versus-euro-on-boe-rate-speculation	b
http://www.contactmusic.com/article/ben-affleck-card-counting-blackjack-hard-rock-hotel-las-vegas_4181544	e
http://www.dailymail.co.uk/tvshowbiz/article-2658605/Kim-Kardashian-wows-skintight-skirt-celebrates-daughter-Norths-big-milestone-Kanye-West.html	e
http://www.dailymail.co.uk/sciencetech/article-2735067/Get-ready-iPad-XL-Apple-release-giant-12-9inch-tablet-year.html	t
http://www.dailymail.co.uk/tvshowbiz/article-2637070/Rihanna-shows-slender-legs-pink-oversized-baseball-jersey-slippers-following-Charlie-Sheen-Twitter-rant.html	e
http://www.businessweek.com/news/2014-05-27/amazon-says-dispute-with-book-publisher-hachette-set-to-continue	b
http://www.dailymail.co.uk/tvshowbiz/article-2582983/Peta-Murgatroyd-reveals-Brooke-Burke-42-replaced-Dancing-With-The-Stars-Erin-Andrews-35-needed-younger-vibe.html	e
http://www.reuters.com/article/2014/07/05/egypt-subsidies-idUSL6N0PG0F920140705	b
http://in.reuters.com/article/2014/07/30/markets-usa-stocks-idINL2N0Q52ZW20140730	b
http://in.reuters.com/article/2014/04/24/gm-recall-investigation-idINL2N0NG21G20140424	b
http://www.reuters.com/article/2014/07/14/us-markets-forex-idUSKBN0FJ1N620140714	b
http://www.businessweek.com/news/2014-07-10/crumbs-surges-after-cnbc-says-lemonis-considering-rescue	b
http://www.contactmusic.com/story/celine-dion-offers-stranded-fan-concert-tickets-and-bathroom-break_4241599	e
http://www.businessweek.com/news/2014-06-16/u-dot-k-dot-cost-regulator-may-reject-gilead-s-sovaldi-treatment	m
http://www.huffingtonpost.com/2014/04/10/hepatitis-c-treatment-cure-virus_n_5124181.html	m
http://www.dailymail.co.uk/tvshowbiz/article-2658726/Baby-Nori-reveals-newly-pierced-ears-celebrates-birthday-Kim-Kardashian-Kanye-West.html	e
http://in.reuters.com/article/2014/05/22/energy-turkey-iraq-idINL6N0O840O20140522	b
http://www.huffingtonpost.com/2014/03/28/microsoft-emails_n_5051602.html	t
http://www.huffingtonpost.com/2014/03/21/hotmail-spying_n_5003855.html	t
http://in.reuters.com/article/2014/06/30/hormelfoods-acquisition-idINL4N0PB4RG20140630	b
http://in.reuters.com/article/2014/06/01/china-economy-idINL3N0OI05520140601	b
http://www.huffingtonpost.com/2014/03/20/hbo-vice-climate-change_n_4995416.html\?utm_hp_ref=green	t
